province,city,district,address_rest,name,image_url,opens_at,closes_at,last_order,tel,tags
서울,서초구,서초동,831-39,매드포갈릭 강남삼성타운점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251020_263%2F17609191940198cONI_JPEG%2F2510_%25C8%25A8%25C6%25E4%25C0%25CC%25C1%25F6%25B8%25DE%25C0%25CE%25C0%25CC%25B9%25CC%25C1%25F6%25281504x817%2529.jpg,8:00,1:00,21:30,02-585-1175,매드포갈릭
서울,강남구,역삼동,831-40,파파야리프,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190925_259%2F1569342203573JpXQE_JPEG%2FY_4K8FBKahADaQ0NtJzaeGre.jpg,10:00,22:00,21:30,02-566-6178,동남아음식
서울,강남구,역삼동,831-41,아실라,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240506_11%2F1714965608720qWjqw_JPEG%2FIMG_5207.jpeg,9:00,22:00,21:30,02-508-4665,술집
서울,강남구,역삼동,831-42,도치피자 강남,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211111_7%2F16366425614321Q0iP_PNG%2F%25C8%25AD%25B8%25E9_%25C4%25B8%25C3%25B3_2021-11-11_234422.png,8:00,23:00,21:30,02-556-8001,피자
서울,강남구,역삼동,831-43,스파게티스토리 역삼역점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230503_203%2F1683102813653XvX89_JPEG%2FP1561116.jpg,10:00,0:00,21:30,02-555-2727,이탈리안
서울,강남구,역삼동,831-44,헤비스테이크 강남역점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250523_85%2F1747958692944kExtb_JPEG%2FKakaoTalk_20250429_232533415_12.jpg,9:00,1:00,21:30,02-557-3309,양식
서울,강남구,역삼동,831-45,녘,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240517_272%2F1715932985633EtROf_JPEG%2FKakaoTalk_20240509_152446280_02.jpg,8:00,22:00,21:30,070-8884-0710,양식
서울,강남구,역삼동,831-46,나폴리회관,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171201_130%2F1512077160045QAw6H_JPEG%2FKakaoTalk_20170815_143826958.jpg,10:00,23:00,21:30,02-538-5067,양식
서울,강남구,역삼동,831-47,샤브로21 강남점,https://shaburo21.com/img/main/s4_swi1.webp,9:00,0:00,21:30,010-4584-2700,샤브샤브
서울,강남구,역삼동,831-48,지아니스나폴리 역삼점,https://lh3.googleusercontent.com/proxy/HSpILR9x-zgvZzq_yvVSxkZB5RJPdgUnDokoegoa1u9Y9WKbntSX-KIHB7ui-dueem_JdNjMekQW-AyuTGUtEYGAIbEMfDMybPZbHIhAbQNt9g7SYAzkZX0VPkh-SO7c706-7DDxOEU8kkxWQCFg04bG-1xDkZUgzJlIyw=s1360-w1360-h1020-rw,8:00,1:00,21:30,02-566-0501,이탈리안
서울,서초구,서초동,831-49,더플라잉팬 레드,https://d2m29rwiahucy3.cloudfront.net/images/store/S190530_1564369681140/1564390882786_0.jpg,10:00,22:00,21:30,02-590-2488,양식
서울,강남구,역삼동,831-50,보이브라질 강남점,https://mblogthumb-phinf.pstatic.net/MjAyNDA3MjhfOTEg/MDAxNzIyMTE0NzMwNTI4.Sx0IagJK-LabbZDnTMb3Bw0bzL0VZ9wqa4hxxPsgv-cg.HrpUIm1Nep2m3CoKMbqjaYw-HLgqZ6-qpIGmx0JRg7Eg.JPEG/2024_07_27_13_01_IMG_6937.JPG?type=w800,9:00,22:00,21:30,070-5172-0907,"멕시칸,브라질"
서울,강남구,역삼동,831-51,로드빌,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIrG1i_UoZtPthSWf-NO0k0G69ErtdZWB3JA&s,8:00,23:00,21:30,02-553-7960,이탈리안
서울,강남구,역삼동,831-52,구구당,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMDJfMjQx/MDAxNTcwMDEyNDkwODI2.ZsRnzBWEO73mvD52OFuIj72SG5ChZWupQ7shJ_1DbdMg.yfmvmqArLgaY5R5fcY525pjp1HGp9BMBAABsmKVDpgIg.JPEG.iolove25/%EA%B5%AC%EA%B5%AC%EB%8B%B9_(20).jpg?type=w800,10:00,0:00,21:30,02-539-1979,중식
서울,서초구,서초동,831-53,트라가 강남역점,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMaDTrzy884V9zwKBCsjI_5fI7ExeoFvgprQ&s,9:00,1:00,21:30,02-522-0133,양식
서울,강남구,역삼동,831-54,사유의서재 강남점,https://ugc-images.catchtable.co.kr/catchtable/shopinfo/sA-yBKvkqgvFABlJwKBC0TQ/m/3d06bf3c97ba4caf8730e8b840108067?details500,8:00,22:00,21:30,010-2197-0957,와인바
서울,서초구,서초동,831-55,오리엔탈라운지 강남,https://www.foodnews.news/data/photos/20231044/art_16986494537895_057aa4.jpghttps://www.foodnews.news/data/photos/20231044/art_16986494537895_057aa4.jpg,10:00,23:00,21:30,0507-1449-0010,술집
서울,강남구,역삼동,831-56,왕스펍,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/6b/43/ba/caption.jpg?w=900&h=500&s=1,9:00,0:00,21:30,,"호프,요리주점"
서울,강남구,역삼동,831-57,디오파스타돈까스,https://img.insight.co.kr/static/2018/02/19/700/qe3di3ukyo8o5q2ek2a4.jpg,8:00,1:00,21:30,,"돈까스,우동"
서울,서초구,서초동,831-58,알리멘토,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkQUYw6ujhrn0kQQBwcVp-XTusLIy-YVGY3A&s,10:00,22:00,21:30,02-523-1194,이탈리안
서울,강남구,역삼동,831-59,나이스샤워 역삼점,https://d12zq4w4guyljn.cloudfront.net/750_750_20250518021913_photo1_0d3f89ef523b.webp,9:00,22:00,21:30,02-558-6008,일식
서울,강남구,역삼동,831-60,띠엘로,https://d12zq4w4guyljn.cloudfront.net/750_750_20200604021731_photo5_yWq7n26CqVPd.webp,8:00,23:00,21:30,0502-5552-4909,와인바
서울,강남구,역삼동,831-61,스페보,https://ugc-images.catchtable.co.kr/catchtable/shopinfo/sYx_bfsVzJdRw6DQ2xUSpFA/c37a50c0b9a3460eaac07028e40ef539?details500,10:00,0:00,21:30,010-5196-5866,이탈리안
서울,강남구,역삼동,831-62,오레노유메 강남역점,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8h80ghfPpPe-5ZyvFYLWZfc7jP4Z7IkuROw&s,9:00,1:00,21:30,02-555-1241,일본식주점
서울,서초구,서초동,831-63,초록그린델리,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgd2FEvRgcQsYQFFm4JfgqmNOi6Bt3mX5KDA&s,8:00,22:00,21:30,010-9644-4662,샌드위치
서울,강남구,역삼동,831-64,을지다락 강남,https://ugc-images.catchtable.co.kr/catchtable/shopinfo/sDJFvjiIl8eHvPN-3P3j-GA/34314cafb32141f3a50940cb9b277ef2?details500,10:00,23:00,21:30,0507-1343-9474,양식
서울,강남구,역삼동,831-65,82올리언즈 강남점,https://ugc-images.catchtable.co.kr/shop/manager/images/b3a2e3a6c534467785836619eca85323?details500,9:00,0:00,21:30,02-567-5076,퓨전요리
서울,강남구,역삼동,831-66,바비레드 강남본점,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxysQE8XdGOtr50bAfBAwARNzU8GfIy5-NtQczNlln0PZ_9hIDwBKm_pIiJqp7w3EO_WsCs5mvz46si-jDj3HGBvfsie6I13k_hRQ0rj43geE3Tk-yfm74lFDg7L-39PgzeFYzegPO6oPRe=w223-h279-n-k-no-nu,8:00,1:00,21:30,0507-1405-1516,퓨전요리
서울,서초구,서초동,831-67,플랫나인,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8-gZlilT55IVtsV3wNzz8GqHGKGbqm8xwFQ&shttps://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8-gZlilT55IVtsV3wNzz8GqHGKGbqm8xwFQ&s,10:00,22:00,21:30,0507-1389-9630,칵테일바
서울,강동구,성내동,831-68,스파게티스토리,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToUNEs9iKM5YlNc3K92YWmLcOXOa_JgWNQpQ&s,9:00,22:00,21:30,,이탈리안
서울,강동구,성내동,831-69,옆,https://mblogthumb-phinf.pstatic.net/MjAyNDEwMjZfMTg3/MDAxNzI5OTQ2NDM1NjY2.bAIPrrQnoAb8SppT8rbM0tE1lKvAA6ioXMk74dG14hQg.oT72EmIcWozSztVZB5iAt1yVZCray1EufKw60_0nRL4g.JPEG/SE-6DCDE3BF-9C3A-450F-B5A1-6ED33ED6466B.jpg?type=w800,8:00,23:00,21:30,010-3174-7067,이탈리안
서울,강동구,천호동,831-70,로니로티 천호점,https://blog.kakaocdn.net/dna/bkXMpb/btsQsmyZJau/AAAAAAAAAAAAAAAAAAAAAILdeLJxl99qK2WOloykLUbTTXrFruKTspASYVJeGnoF/img.jpg?credential=yqXZFxpELC7KVnFOS48ylbz2pIh7yKj8&expires=1764514799&allow_ip=&allow_referer=&signature=FpeYCPPoVeqNJGlitpN1rAnIwYQ%3D,10:00,0:00,21:30,02-487-7999,이탈리안
서울,강동구,성내동,831-71,먼데이블루스 성내점,https://ssproxy.ucloudbiz.olleh.com/v1/AUTH_e59809eb-bdc9-44d7-9d8f-2e7f0e47ba91/post_card/99544_1624421279_78ltUQVR.jpg,9:00,1:00,21:30,02-485-0542,와인바
서울,강동구,성내동,831-72,알토,https://ugc-images.catchtable.co.kr/rv/srjGSLCYRl_7G1YIZpJh7Eg/4ec82ff709ae4e6484ca8d1174615b25?small400,8:00,22:00,21:30,0502-5550-6349,이탈리안
서울,강동구,성내동,831-73,잭슨피자 강동구청점,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThle1PKrpko0BgW8NFhKT4-7hIrC8mjGxv5Q&s,10:00,23:00,21:30,02-489-0717,피자
서울,강동구,성내동,831-74,파스타130,https://mblogthumb-phinf.pstatic.net/MjAxNzAyMDhfMzYg/MDAxNDg2NTYxOTMyMjIy.pA4cHPe0fMdZdYWgFZd7nTdVaWp6wwkaqV6_mwS0PYQg.XxNj8NW4mFLaXmwDLun1H6JK8h_id9zgUEKctteFQggg.JPEG.jyrj/se3_image_2015056545.jpg?type=w800,9:00,0:00,21:30,02-472-0029,이탈리안
서울,강동구,성내동,831-75,담금,https://tong.visitkorea.or.kr/cms/resource/50/3038250_image2_1.jpg,8:00,1:00,21:30,010-6474-6317,이탈리안
서울,강동구,성내동,831-76,열테이블,https://mblogthumb-phinf.pstatic.net/MjAyMjEwMDRfOTQg/MDAxNjY0ODQ4MTc0Njkx.WhnITx0zZiEqRtrRMoL4RkTXfyzLI5n3ooI3yuy08Dog.wTLjBDjRRdAvTwq_hlkV_Uyx69-QOyELXB7qDNS3x3Ag.JPEG.ydh827/SE-d9f2020f-6dac-4ba9-906d-0647050e5711.jpg?type=w800,10:00,22:00,21:30,02-6326-9008,이탈리안
서울,강동구,성내동,831-77,사운드온더펍 강동구청점,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjTY9PAuS51jwdJj8CNypW5Nhja_uy0kKHuA&s,9:00,22:00,21:30,,"호프,요리주점"
서울,강동구,성내동,831-78,연어로만 성내점,https://mblogthumb-phinf.pstatic.net/MjAyMjEwMDNfNDgg/MDAxNjY0NzY1MzM2MTkw.E9ydsJgAI4bHdU0n5zUrw-K77FTY1g4IqhvKRCll-48g.TAwu7DIVvSkmY1HLFweS3WT71CofQ1xoK7R8bvpLWcQg.JPEG.banana7104/L1000210.jpg?type=w800,8:00,23:00,21:30,02-470-3860,일식
서울,강동구,성내동,831-79,미테이블 올림픽공원직영점,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_xMTxObzuKannVGzhO5-U7ZKC-P2Smgt69g&s,10:00,0:00,21:30,02-485-1577,양식
서울,송파구,풍납동,831-80,피자스쿨 풍납점,https://mblogthumb-phinf.pstatic.net/MjAyMTAyMjFfMTQ4/MDAxNjEzODMzNzMwMzE3.CtwFZouM3L-NaehzzJG2HdDlfOke2OjZ-8bvoAkLjR4g.QFegzASxdF1yFqTAKIWaxxvA7GQDH8zFoNU0N1DE3x4g.JPEG.jinho9027/20210220_201950.jpg?type=w800,9:00,1:00,21:30,02-473-5030,피자스쿨
서울,강동구,천호동,831-81,라그릴리아 천호점,https://www.spcmagazine.com/wp-content/uploads/2018/07/SPC%EA%B7%B8%EB%A3%B9-%EB%B3%B4%EB%8F%84%EC%9E%90%EB%A3%8C-%EB%9D%BC%EA%B7%B8%EB%A6%B4%EB%A6%AC%EC%95%84-%ED%98%84%EB%8C%80%EB%B0%B1%ED%99%94%EC%A0%90-%EC%B2%9C%ED%98%B8%EC%A0%90-%EA%B0%9C%EC%A0%90_180712_%EB%82%B4%EB%B6%80.jpg,8:00,22:00,21:30,02-486-4269,라그릴리아
서울,강동구,성내동,831-82,어반,https://mblogthumb-phinf.pstatic.net/MjAyNDAyMjJfMTY3/MDAxNzA4NjEyMDM1NTA5.zM4mMkU7APXt89ZEMbGAVMXjFSkkn4MjkI9lRWlcq9sg.sHpHiifvxquHwSYIxGjmtasWVSMRTPfjpmsHTwHxnJwg.JPEG/SE-baf5dcb9-d0bf-11ee-b3b2-659cd2366474.jpg?type=w400,10:00,23:00,21:30,0503-7151-4330,양식
서울,강동구,성내동,831-83,소우주,https://img.kr.gcp-karroter.net/businessPlatform/bizPlatform/profile/center_biz_9737953/1753346254356/e820c9274159023415f1e66361882859ea9880c7c61f83976bd6d9f17e016f9d.jpeg,9:00,0:00,21:30,0503-7151-5862,"호프,요리주점"
서울,강동구,성내동,831-84,더 오물오물,https://mblogthumb-phinf.pstatic.net/MjAyMTA1MjBfMjI2/MDAxNjIxNTA4NTM0NzQw.bTg0loAQCrqZHYCbrOo7iA3kzhG5u-gLZpW16ZC-jyEg.r-zllL-OW4ZdwTE3mpCqJfa6Xf5-Lq1VuZMwDf2phD0g.JPEG.1991offi/SE-D962A6AD-0F06-4D4A-A217-14E9778A2411.jpg?type=w800,8:00,1:00,21:30,02-478-5792,한식
서울,강동구,성내동,831-85,격식,https://mblogthumb-phinf.pstatic.net/MjAyMzA3MjlfMjY4/MDAxNjkwNTg1MjgxNjk0.dYfiqavsN4DM7-JL0LkjLVsTYx9rBKITNueOzBc1Ew4g.2ab4QMta7VFUBv96-bPDKr00RQ02cnCMvnEM0evC4Ywg.JPEG.mini_box_/IMG_3189.jpg?type=w800,10:00,22:00,21:30,02-474-2224,와인바
서울,강동구,천호동,831-86,풀팬,https://mblogthumb-phinf.pstatic.net/MjAyNTAyMTNfOTAg/MDAxNzM5NDU2NzUzMTIw.W5EJBVsF2P0Xkc6fu-pZX1DuZkjTMFWZMOFZ-nYN2Zcg.KYvp_IplMO750UywltLAB0gdJm0kee2kzbW636lnLBUg.JPEG/SE-080d4961-e918-11ef-89b3-8f7bfd93c7ef.jpg?type=w800,9:00,22:00,21:30,02-489-1919,이탈리안
서울,송파구,풍납동,831-87,소나로사,https://d12zq4w4guyljn.cloudfront.net/750_750_20240517095356_photo3_1f3629126da3.webp,8:00,23:00,21:30,02-471-9009,양식
서울,강동구,성내동,831-88,알라보 올림픽공원점,https://cdn.myfranchise.kr/convert/uploads/rP/rPYXYv8MFq13VLtcctwyEE?w=470&dpr=2&fmt=webp,10:00,0:00,21:30,02-470-0939,샐러드
서울,강동구,천호동,831-89,더식당,https://img.siksinhot.com/place/1471235872403914.jpg,9:00,1:00,21:30,02-489-0403,양식
서울,강동구,성내동,831-90,빽보이피자 둔촌점,https://img.kr.gcp-karroter.net/jobs/article/71902247/1754610607969/job-post-090433bd-15cb-4482-8952-c083ccd9ff7a.png?q=95&s=1440x1440&t=inside,8:00,22:00,21:30,1668-5736,빽보이피자
서울,송파구,풍납동,831-91,미스터피터팬 ,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6eJxJ8kmslWsUYr26Z17-UUdkDyz6RUJbOPDstXZgz7Y8oZY8XTzjS-Dxxp1vgS9dxFDALMjE_NZ6MdbdXrps-V8snDTSmTEXQIol2HinkBk9Vno2HkPJmswqMtVyysYJTW7iVg=s1360-w1360-h1020-rw,10:00,23:00,21:30,02-470-8733,한식
서울,강동구,성내동,831-92,자담치킨 성내점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250804_108%2F1754287594439pbFhD_JPEG%2F%25BC%25AD%25BF%25EF%25BC%25BA%25B3%25BB%25C1%25A11.jpg,9:00,0:00,21:30,02-482-8444,자담치킨
서울,강동구,성내동,831-93,단풍관,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240222_144%2F17085704794172Ygsf_JPEG%2FIMG_4797.jpeg,8:00,1:00,21:30,070-7799-2680,"호프,요리주점"
서울,강동구,성내동,831-94,프라이가이즈,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231210_161%2F1702146222098VtQVk_JPEG%2F2A679CEF-22BF-4EBB-B97A-07BEAC73391A.jpeg,10:00,22:00,21:30,0507-1387-3152,일식
서울,강동구,천호동,831-95,스파게티스토리 천호점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180524_227%2F15271532449290jgn0_JPEG%2Fp5sEFCIgQYXXFqruRp8-gcRV.jpg,9:00,22:00,21:30,070-8865-2302,이탈리안
서울,강동구,성내동,831-96,굽네치킨 성내2동점,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA1MDFfNSAg%2FMDAxNjE5ODc0NTM5NDYz.4pQF8IIZ8k1RXo_NceTSUmMY9s49c0RxWcZ1QXiX4j0g.LnSFGuxBQ-hstb-2lpWWWDH6qN7VMmc66Nm0DSoESa0g.JPEG.kim_ys_%2FIMG_1067.jpg,8:00,23:00,21:30,02-470-9492,굽네치킨
서울,강동구,성내동,831-97,코너케이스,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250727_112%2F1753606559924pa7xg_JPEG%2F1000017780.jpg,10:00,0:00,21:30,,양식
서울,강동구,성내동,831-98,피자스쿨 천호점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_295%2F1548895163517jEESK_JPEG%2FNpHhsLCtZWe5XKP31Kg2d0m4.jpeg.jpg,9:00,1:00,21:30,02-477-5009,피자스쿨
서울,강동구,성내동,831-99,피스트,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNTA4MjJfMTE5%2FMDAxNzU1ODE0NTcyNjMw.QOo3jzlRblpGMeJQ1mJJ2hHQU7O_XRGrZ0zpkkXpIZog.YbV7sRau_QFfHV7Vg8P4834Ue1k7BTKCV4yzxJ_mNlMg.JPEG%2FDSC01221.JPG,8:00,22:00,21:30,070-4027-4500,양식
서울,강동구,천호동,831-100,레시피13,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200410_283%2F1586486628865ueEvo_JPEG%2FHFOmpZxnZ1YVWgAqzXpUS37N.jpg,10:00,23:00,21:30,02-475-8513,이탈리안
서울,강동구,천호동,831-101,테이스티블루바드 천호동점,https://search.pstatic.net/common/?src=http%3A%2F%2Fcafefiles.naver.net%2Fdata34%2F2008%2F8%2F21%2F29%2Fsnc10563_1224rms.jpg&type=sc960_832,9:00,0:00,21:30,02-2225-8638,이탈리안
서울,강동구,성내동,831-102,다올포차,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDA1MTZfMjI4%2FMDAxNzE1ODYzNTA2ODgx.01krOIQmVboxbVjWnASwDhbJnHwSLoLjmgYD864f0gkg.0tfhAxjBPCF2oX2YU8TKV7Nps2--IxQ8yqpeN06FrZAg.JPEG%2F20240516%25A3%25DF185409.jpg&type=sc960_832,8:00,1:00,21:30,,실내포장마차
서울,강동구,성내동,831-103,키친사계,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220120_128%2F16426532955399nW4L_JPEG%2FDC91FF31-FEFE-4A15-9836-E4270E4D3E15.jpeg,10:00,22:00,21:30,02-472-2232,양식
서울,강동구,천호동,831-104,시오미스시,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNTEwMTJfMTY1%2FMDAxNzYwMjYwMzE2ODgw.NaY6N1bKaxWlqEYeIqwffL6h8BNOi0QmiMA0bZCmDtog.kWUsU5dUMeEXcNYmHClzSssla_nB8tDwxovsRet_J4cg.JPEG%2FIMG_7526.jpg,9:00,22:00,21:30,02-470-7879,일식집
서울,강동구,성내동,831-105,조앤글라스,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241119_296%2F17319928212086FYmy_JPEG%2FKakaoTalk_20241119_135416782_06.jpg,8:00,23:00,21:30,02-6349-7779,양식
서울,송파구,방이동,831-106,비스트로베네토,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250220_91%2F1739980719011sedxX_JPEG%2F20250206_195855.jpg,10:00,0:00,21:30,02-401-4870,이탈리안
서울,강동구,성내동,831-107,모모스,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250909_151%2F1757420106720Ip6Hv_JPEG%2F%25B4%25EB%25C7%25A5%25BB%25E7%25C1%25F8.jpg,9:00,1:00,21:30,0507-1441-8246,와인바
서울,송파구,풍납동,831-108,피자마루 풍납점,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA5MTZfMjI0%2FMDAxNjk0ODI5MDg3MzA4.ZMbdISOqo61wFtlfe5S27q4_XBiOXMmmW0LffcAcwnsg.fKVVk_t_bqJQOQFHuhL_25y7tpjfDcRQlbgdIxL_yu0g.JPEG%2F1000011210.jpg%3Ftype%3Dw1500_60_sharpen,8:00,22:00,21:30,02-473-1082,피자마루
